VocabularyId;Ordinal;English;Persian
190;2;Don't be misguided by the attractive messages of advertisements. ;با پیام های جذاب تبلیغات گمراه نشوید. 
191;1;Advertising is criticised on the grounds that it can manipulate consumers to follow the will of the advertiser. ;صنعت تبلیغات به خاطر اینکه می تواند مشتریان را به پیروی کردن از خواست تبلیغ کنندگان اغوا کند مورد انتقال قرار می گیرد. 
191;2;He was one of those men who manipulated people.;او یکی از مردانی بود که مردم را اغوا کرد. 
192;1;Advertising guarantees the high turnover rate of the manufactured goods. ;تبلیغات درصد بالای فروش کالاهای تولیدی را تضمین می کند. 
193;1;With advertising, consumers can easily distinguish inferior products from quality. ;با تبلیغات، مشتریان می توانند به راحتی محصولات کم کیفیت را از محصولات باکیفیت تمییز دهند. 
193;2;Inferior health-care facilities;امکانات بهداشتی کم کیفیت. 
194;1;An existing brand is vulnerable to any new entrant. ;یک برند موجود نسبت به برند تازه وارد آسیب پذیر است.
194;2;Babies are extremely vulnerable to infections.;نوزادان نسبت به عفونت ها بسیار آسیب پذیر هستند. 
195;1;Banners, signs, flags and other visuals turn shoppers into impulsive buyers. ;بنرها، علائم، پرچم ها و دیگر آیتم های بصری، مشتریان را به خریداران آنی تبدیل می کنند. 
195;2;She's so impulsive - she saw the house for the first time and said she'd buy it straight away.;او بسیار بی فکر و آنی است – او خانه را برای اولین بار دید و بی درنگ آن را خرید. 
196;1;Despite boosting the sales of a product or service, advertising cannot make any product or service dominate the market. ;علیرغم بالا بردن فروش یک محصول یا خدمات، تبلیغات نمی توانند باعث شوند یک محصول به بازار چیره شوند. 
196;2;The industry is dominated by five multinational companies.;صنایع تحت سیطره پنج کمپانی چندملیتی هستند. 
197;1;Advertising is well-known as a method of promotion. ;تبلیغات به عنوان متدی برای بالا بردن فروش یک محصول شناخته شده است. 
197;2;A winter sales promotion;تبلیغ فروش زمستانی
198;1;Advertising is the main tool for soaring sales of some products and services. ;تبلیغات مهمترین وسیله برای بالا بردن فروش برخی محصولات و خدمات هستند. 
198;2;The price of petrol has soared in recent weeks.;قیمت سوخت در چند هفته اخیر افزایش یافته است. 
199;1;The advertisement was designed to target a mass audience.;تبلیغات برای هدف قرار دادن مخاطبین زیادی طراحی شده بود. 
199;2;Targeting the buyers that are doubtful of worried about health, advertisers encourage them to think that they are threatened by health problems. ;با هدف قرار دادن مشتریانی که نگران سلامتی شان هستند، تبلیغات چیان آنها را تشویق می کنند که چنین فکرکنند آنها با مشکلات سلامتی تهدید می شوند. 
200;1;The audience expects an immediate positive outcome – disregarding other solutions. ;مخاطبین انتظار دارند – صرفنظر از راه حل های دیگر، یک نتیجه مثبت آنی داشته باشند 
200;2;We got to the airport in time – disregarding the tickets we got because of passing red lights. ;ما صرفنظر از جریمه هایی که به خاطر رد کردن چراغ قرمز گرفتیم، به موقع به فرودگاه رسیدیم.
201;1;His new book went straight to number one on the best-seller list.;کتاب جدید او مستقیم به مقام اول لیست پرفروش ها رسید. 
201;2;Adverting also creates a best-seller image for a newly-marketed product. ;تبلیغات همچنین یک تصویر از پرفروش بودن را برای یک محصول تازه وارد به بازار ایجاد می کنند. 
202;1;The audience is tempted to buy the product in the hope that they can become participants of a fad. ;مخاطبین وسوسه می شوند محصول را به امید آنها نیز بخشی از شرکت کنندگان یک مد شوند بخرند. 
202;2;It would take a lot of money to tempt me to quit this job.;پول زیادی لازم است تا من وسوسه شوم این شغل را ترک کنم. 
203;1;They might not actually need to make purchases, but advertising spurs them to do so. ;آنها ممکن است واقعا نیاز نداشته باشند چیزی را بخرند، اما تبلیغات آنها را تشویق می کنند این کار را انجام دهند. 
203;2;The coach who spurred him on to Olympic success.;مربی که او را تشویق کرد تا به موفقیت در المپیک برسد. 
204;1;People should stay alert to the influence advertising has on their decision making. ;مردم باید در مورد تاثیری که تبلیغات برروی تصمیم گیری آنها دارد هوشیار باشند. 
204;2;Taking notes is one of the best ways to stay alert in lectures.;نوت برداشتن یکی از بهترین روش های هوشیار بودن در سخنرانی هاست. 
205;1;We live in a materialistic society and are trained from our earliest years to be acquisitive. ;ما در یک جامعه مادی گرا زندگی می کنیم و از اولین سالهای عمل یاد گرفته ایم که مال اندوز باشیم. 
205;2;It is normal for children to be very acquisitive.;برای کودکان عادی است که مال اندوز باشند. 
206;1;Today, we spend the whole of our lives keeping up with our neighbors and our family. ;امروزه ما همه زندگی مان را برروی این می گذاریم که خودمان را به همسایه ها و خانواده مان برسانیم. 
206;2;Jack's having trouble keeping up with the rest of the class.;جک مشکل دارد که خودش را به بقیه کلاس برساند. 
207;1;It is not only affluent societies that people are obsessed with the idea of buying new things. ;فقط در جوامع ثروتمند نیست که مردم درگیر ایده خرید چیزهای جدید هستند. 
207;2;As people become more affluent, so their standard and style of living improves.;با پولدارتر شدن مردم، سبک و استناندارد زندگی آنها نیز بهتر می شود. 
208;1;Consumer goods are desirable everywhere. ;کالاهای مصرفی امروزه همه جا طرفدار دارند. 
208;2;The internal market for consumer goods was too small.;بازار داخلی برای کالاهای مصرفی خیلی کوچک بود. 
209;1;Modern industry deliberately sets out to create new markets. ;صنایع مدرن از روی عمد بازارهای جدید را شروع می کنند. 
209;2;Salesmen who deliberately set out to defraud customers;فروشندگانی که عمداً شروع به کلاهبرداری از مشتریان می کنند. 
210;1;Gone are the days industrial goods were made to last forever. ;آنروزها که کالاهای صنعتی طوری ساخته می شدند که برای همیشه کار کنند رفته اند. 
210;2;This good weather will not last.;این هوای خوب دوام نخواهد آورد. 
211;1;"Built-in obsolescence" means goods are made to be discarded in a short period of time. ;از مد افتادگی برنامه ریزی شده یعنی کالاها طوری ساخته می شوند که در مدتی کوتاه دور انداخته شوند. 
212;1;No sooner have you acquired this year’s model than you are thinking about its replacement. ;هنوز مدل امسال را نخریدید که باید به فکر جایگزین آن باشید. 
212;2;They asked Barbara to stay on until they could find a suitable replacement for her.;او از باربارا خواست تا وقتی یک جایگزین مناسب برای او پیدا شود بماند. 
213;1;New recruiting tactics have led to the brain drain.;تکنیک های جدید استخدامی باعث بوجود آمدن فرار مغزها شد. 
213;2;There has been a major brain drain of senior staff.;موج فرار مغزهای کارمندان عالی رتبه وجود داشت. 
214;1;Good customer service is the lifeblood of any business.;خدمات خوب مشتری نیروی حیاتی هر تجارتی است.  
214;2;Customer service is the provision of service to customers before, during and after a purchase.;خدمات مشتری عبارت است تمهید خدمات به مشتریان قبل، در حین و پس از یک خرید. 
215;1;After-sales service refers to the service a customer is entitled to after purchasing something.;خدمات پس از فروش به خدماتی گفته می شود که پس از خرید چیزی مشتری مستحق آن است. 
216;1;Unsatisfied consumers;مشتریان ناراضی
216;2;If the customer is unsatisfied with their purchase for any reason, they may get a refund or replacement.;اگر یک مشتری از خرید خود به هر دلیلی ناراضی باشد، ممکن است پول خود را پس گرفته و یا آنرا با چیزی دیگر تعویض کند. 
217;1;Globalization is a catch-all term that refers to any activity that involves many countries. ;جهانی سازی یک عبارت فراگیر است که به هرفعالیتی که بسیاری از کشورها را درگیر می کند اطلاق می شود. 
217;2;The increasing globalization of business makes cross-cultural skills mandatory.;جهانی سازی روبه افزایش تجارت، وجود مهارت های چندفرهنگی را ضروری می سازد. 
218;1;The dramatic increase in transnational travel in recent years has had potential impacts on countries. ;افزایش چشمگیر در مسافرت های چندملیتی در سالهای اخیر تاثیرات بالقوه ای برروی کشورها داشته است. 
218;2;Due to transnational industrialization the export capacity of both countries increased.;به خاطر صنعتی شدن چندملیتی، ظرفیت صادرات دو کشور افزایش یافت. 
219;1;Nations can live together with mutual trust.;ملت ها به وسیله یک اعتماد متقابل می توانند با یکدیگر زندگی کنند. 
219;2;Mutual respect is necessary for any partnership to work.;احترام متقابل برای مشارکت در کار مهم است. 
220;1;International travels would never bring conflict because visitors and local inhabitants are economically motivated. ;مسافرت های بین المللی باعث تنش نمی شوند زیرا ویزیتورها و ساکنین محلی از نظر اقتصادی انگیزه پیدا میکنند. 
220;2;A city of six million inhabitants;شهری با شش میلیون ساکن
221;1;Foreigners should learn the culture of a country before winning over the local people. ;خارجیان باید فرهنگ یک کشور را بیاموزند تا بتوانند پشتیبانی مردم محلی آنجا را داشته باشند. 
221;2;We'll be working hard over the next ten days to win over the undecided voters.;ما ده روز آینده سخت کار خواهیم کرد تا پشتیبانی رای دهندگانی که هنوز تصمیم خود را نگرفته اند کسب کنیم. 
222;1;Relations between the two countries have improved recently.;ارتباطات بین دو کشور اخیراً بهبود یافته است. 
222;2;Relations between workers and management are generally good.;ارتباطات بین کارکنان و مدیریت به صورت کلی خوب است. 
223;1;Visitors disobey rules and conventions simply because they have no knowledge of them. ;بازدیدکنندگان از قوانین و آداب فقط به این خاطر سرپیچی می کنند که هیچ آگاهی از آنها ندارند. 
224;1;The increase in the international travel should not be taken as the cause of any conflict that arises between two countries. ;افزایش مسافرت های بین المللی نباید به عنوان دلیل تنش بوجود آمده بین دو کشور تلقی شود. 
224;2;They agreed to avoid conflicts arising from involvement in political groups.;آنها توافق کردند تا از تنش بوجود آمده از دخالت در گروه های سیاسی جلوگیری کنند
225;1;There is a widespread worry that we will have a demise of countries’ identities. ;نگرانی گسترده ای وجود دارد که ما مرگ هویت کشورها را خواهیم دید. 
225;2;The imminent demise (=happening soon) of the local newspaper.;از بین رفتن زودهنگام روزنامه محلی
226;1;Culture can distinguish one country from others, attracting foreign visitors and yielding high income. ;فرهنگ می تواند یک کشور را از کشورهای دیگر متمایز کند، ویزیتورهای خارجی را جذب کرده و درآمد بالایی را نتیجه دهد. 
226;2;Our research has only recently begun to yield important results.;تحقیق ما تازه شروع شده تا نتایج مهمی را نتیجه دهد. 
227;1;Now people are breaking many of their time-honoured traditions. ;امروزه افراد در حال شکستن بسیاری از سنت های قدیمی خود هستند. 
228;1;Increased interaction between countries in the domains of business and culture can either strengthen or undermine the identities of countries involved. ;تعامل رو به افزایش بین کشورها در حوزه های تجارت و فرهنگ می تواند باعث تقویت یا تحلیل هویت کشورهای درگیر شود. 
228;2;Economic policies that threaten to undermine the health care system.;سیاست های اقتصادی که سیستم سلامت را تهدید به زوال و تحلیل می کند. 
229;1;Providing economic incentives for cultural preservation is one of the main contributions of tourism. ;فراهم کردن انگیزه های اقتصادی برای حفظ فرهنگ یکی از اصلی ترین مزایای توریست است. 
229;2;When prices are so low, farmers have little incentive to increase production.;وقتی قیمت ها پایین باشد، کشاورزان انگیزه کمی برای افزایش تولید دارند. 
230;1;To many tourists, culture and history are what they first consider when choosing a destination. ;برای بسیاری از توریست ها، فرهنگ و تاریخ اولین چیزهایی هستند که برای انتخاب مقصد خود در نظر می گیرند. 
230;2;Isfahan is a popular tourist destination in my country.  ;اصفهان یک مقصد توریستی معروف در کشور من است. 
231;1;When a historic site or a site that shows a country’s cultural heritage is made accessible to the public, visitors from all over the world will soon flock there. ;وقتی یک مکان تاریخی و یا مکانی که میراث فرهنگی یک کشور را نشان می دهد برای عموم قابل دسترس باشد، ویزیتورها از تمام دنیا به آنجا هجوم خواهند آورد
231;2;People have been flocking to the exhibition.;افرادی که به این نمایشگاه هجوم آورده اند. 
232;1;Torusim can make an indegenous culture known to the world. ;توریست می تواند یک فرهنگ بومی را به دنیا بشناساند.
232;2;The many indigenous cultures which existed in Siberia;فرهنگ های بومی بسیاری که در سیبری وجود دارد. 
233;1;Immigrants are at crossroads whether to blend in with the local culture or to cherish their own cultural heritages. ;مهاجرین سر این دو راهی هستند که با فرهنگ محلی ادغام شوند یا میراث فرهنگی خود را گرامی می دارند. 
233;2;Japan's unique cultural heritage;میراث فرهنگی یکتای ژاپن
234;1;Many immigrants, at the first stage of their life in a new country, are faced with merging into the new culture. ;بسیاری از مهاجرین، در اولین مرحله از زندگی شان در یک کشور جدید با ادغام شدن با فرهنگ جدید روبرو می شوند. 
234;2;She avoided reporters at the airport by merging into the crowds.;او با پیوستن به جمعیت از گزارشگران در فرودگاه اجتناب کرد. 
235;1;India is where I first experienced real culture shock.;هند جایی است که من واقعاً شوک فرهنگی را در آنجا حس کردم. 
235;2;Moving to London was a bit of a culture shock after ten years of living in the country.;رفتن به لندن پس از ده سال زندگی در روستا کمی شوک فرهنگ بود. 
236;1;Immigrants can adopt local conventions and cherish their own cultures simultaneously. ;مهاجرین می توانند عرف های محلی را بپذیرند و همزمان فرهنگ های خود را گرامی بدارند. 
236;2;Becoming a member of a society means adopting its values.;عضوی از یک جامعه بودن یعنی پذیرفتن ارزش های آن
237;1;In different areas of global communication, such as science and news, recognizing a common language removes communication barriers and increases convenience. ;در حوزه های مختلفی از ارتباطات جهانی، مثل علوم و اخبار، شناخت یک زبان، موانع ارتباطی را از سر راه برداشته و راحتی را افزایش می دهد. 
237;2;The removal of communication barriers…;برداشتن موانع ارتباطی
238;1;The rise of a global language would endanger other languages. ;پیدایش یک زبان جهانی می تواند زبان های دیگر را به خطر بیاندازد. 
238;2;Smoking during pregnancy endangers your baby's life.;سیگار کشیدن در زمان بارداری، زندگی کودک را به خطر می اندازد. 
239;1;A global language over time put many minority cultures on the verge of extinction. ;یک زبان جهانی در طول زمان بسیاری از فرهنگ های اقلیت را به انقراض می کشاند. 
239;2;The teaching of minority languages in schools;آموزش زبان های اقلیت در مدارس
240;1;The effects of shrinking cultural diversity are destructive, causing people to live in a simple and monotonous world and think and act in similar ways. ;اثرات کم کردن تنوع فرهنگی مخرب هستند و باعث می شوند مردم در یک دنیای ساده و یکنواخت زندگی کنند و به صورت مشابه فکر کرده و عمل کنند. 
240;2;I have the greatest respect for linguistic diversity.;من بیشترین احترام را برای تنوع زبانی قائل هستم. 
241;1;The overall impact of international holidaymaking has in fact been negative. ;تاثیرکلی توریست بین الملل در واقع منفی بوده است. 
241;2;The town seems so empty in the autumn when all the holidaymakers have gone home.;شهر در پاییز وقتی تمام توریست ها به خانه می روند به نظر خالی می رسد. 
242;1;Newcomers should observe the laws of their adopted country for the sake of social order. ;تازه واردها باید قوانین کشور جدید خود را به خاطر شرایط اجتماعی موجود بپذیرند. 
242;2;The people of South Africa wanted a new social order.;مردم آفریقای جنوبی خواستار یک شرایط اجتماعی جدید بودند. 
243;1;Newcomers should respect the social norms of their adopted country. ;تازه واردها باید به هنجارهای اجتماعی کشور جدید خود احترام بگذارند. 
243;2;The study of social norms ;بررسی هنجارهای اجتماعی
244;1;Cultural diversity undermines a society by alienating people from each other. ;تنوع فرهنگی با جدا کردن مردم از یکدیگر، یک جامعه را به انحلال می کشاند. 
244;2;He felt that his experiences had alienated him from society.;او فکر می کرد تجربیاتش او را از جامعه جدا کرده بود. 
245;1;A strong society is a homogenous society with shared values and goals. ;یک جامعه قوی، جامعه ای یکدست است با ارزش ها و اهداف مشترک
245;2;A homogeneous society;یک جامعه همگن
246;1;In the future frontier between countries become increasingly blurred. ;در آینده مرز بین کشورها بیشتر و بیشتر کمرنگ می شود. 
246;2;Many of the cars crossing the frontier were stopped and searched.;بسیاری از ماشین هایی که از مرز می گذشتند، متوقف شده و بازرسی می شدند. 
247;1;When the time comes for anthropologists to turn their attention to the 21st century, they will surely choose the label 'Legless Man' because in this century, people have forgot how to use their legs.;وقتی زمانی برسد که انسان شناسان بخواهند توجه خود را به قرن بیست و یکم معطوف کنند، آنها مطمئناً نام "بشر بی پا" را برای این قرن انتخاب می کنند، زیرا مردم در این قرن فراموش کرده اند چگونه از پاهای خود استفاده کنند. 
248;1;These days, people think nothing of travelling hundreds of miles each day.;مردم این روزها مایل ها مسافرت در روز را کاملاً عادی و ساده می دانند. 
248;2;He thinks nothing of staying up all night studying.;او شب زنده داری برای درس خواندن را خیلی ساده می داند. 
249;1;All the beauty spots on earth have been marred by the presence of large car parks.;جذابیت تمام مکانهای زیبای دنیا با وجود پارکینگ های بزرگ ماشین از بین رفته است. 
249;2;Electricity cables and oil pipelines mar many of the world's most beautiful landscapes.;کابل های برق و خطوط لوله نفت بسیاری از جاذبه های زیبای دنیا را خراب کرده است. 
250;1;We were deprived of the use of our eyes. In our hurry to get from one place to another, we failed to see anything on the way.;ما از استفاده از چشمهایمان محروم شده ایم. در شتاب ما برای رسیدن از جایی به جایی دیگر، ما نمی توانیم چیزی را سر راهمان ببنیم. 
250;2;A lot of these children have been deprived of a normal home life.;بسیاری از کودکان از داشتن یک زندگی ساده محروم شده اند. 
251;1;When you travel at high speeds, the present means nothing: you live mainly in the future because you spend most of your time looking forward to arriving at some other place.;وقتی شما با سرعتی زیاد مسافرت می کنید، زمان حال برای شما بی معنا می شود: شما بیشتر در آینده زندگی می کنید زیرا شما بیشتر زمان خود را در انتظار رسیدن به جایی دیگر هستید. 
251;2;I am really looking forward to our vacation.;من مشتاقانه منتظر تعطیلاتمان هستم.
252;1;The traveler on foot, at the end of his journey, feels a delicious physical weariness.;مسافر پیاده، در انتهای سفرش، یک خستگی فیزیکی دلچسب را حس می کند. 
252;2;I was so weary, I fell asleep as soon as I lay down.;من بسیار خسته بودم، به محض اینکه دراز کشیدم خوابم برد. 
253;1;When the government is on a tight budget, the homeless population becomes large. ;وقتی دولت مشکل بودجه دارد، جمعیت بی خانمان ها زیاد می شود.
253;2;Because of the general economic climate, many people were on a tight budget.;به دلیل مشکل وضعیت اقتصادی عموم، بسیاری از مردم با مشکل  روبرو شدند.
254;1;The Private sector releases the government from the burden of funding large-sized construction programmers. ;بخش خصوصی بار سنگین سرمایه گذاری برروی برنامه های ساختمانی در ابعاد بزرگ را از دوش دولت برمی دارد. 
254;2;Pay increases in the private sector;افزایش های حقوق در بخش خصوصی
255;1;The housing industry should be at the mercy of the market, rather than the government. ;صنعت ساختمان سازی باید تحت کنترل بازار باشد، نه دولت. 
255;2;After the boat's motor failed, they were at the mercy of the weather.;پس از خرابی موتور قایق، آنها تحت کنترل هوا بودند. 
256;1;When the state controls over the housing market, residential constructions would be built in a similar pattern and the cityscape would be monotonous. ;وقتی دولت بازار ساخت و سازهای شهری را کنترل می کند، ساختمانی های مسکونی به یک شکل مشابه ساخته می شوند و ظاهر شهر یکنواخت خواهد شد. 
256;2;At night the cityscape is stunning.;ظاهر شهر شبها بسیار زیبا می شود. 
257;1;In addressing homelessness and inadequate housing, the joint effort of both government and private sector is required. ;در برطرف کردن مشکل بی خانمانی و کمبود مسکن، تلاش مشترک دولت و بخش خصوصی لازم است. 
257;2;A scheme to provide affordable housing for local people.;طرحی برای فراهم کردن مسکن ارزان قیمت برای مردم محلی
258;1;Government assistance in property market is essential for low-income families and vulnerable individuals in need of housing. ;کمک دولت در بازار مسکن برای خانواده های کم درآمد و افراد آسیب پذیری که نیاز به مسکن دارند لازم است. 
258;2;Investors in the property market are worried about rising inflation.;سرمایه گذاران در بازار مسکن نگران تورم روبه افزایش هستند. 
259;1;Most cities now have pedestrian precincts and cars have been temporarily banned from the center to reduce pollution.;بیشتر شهرها در حال حاضر مناطق عابرپیاده دارند و ماشین ها به صورت همیشگی از مرکز شهر قدغن شده اند. 
259;2;I think they should make the whole area a pedestrian precinct.;من فکر می کنم آنها باید کل منطقه را یک منطقه عابر پیاده کنند. 
260;1;They are prohibited from revealing details about the candidates.;آنها از آشکار کردن جزئیات کاندیداها منع شدند. 
260;2;Pollution from car exhausts is the most important reason for prohibiting private motor vehicles from entering the city centre.;آلودگی از اگزوز ماشین مهمترین دلیل برای منع ماشین های شخصی از ورود به مرکز شهر است. 
261;1;Cars should be banned from city centers to reduce the noise pollution from traffic, which forces people to keep their windows permanently closed.;ماشین ها باید برای کاهش آلودگی صوتی ناشی از ترافیک، که افراد از وادار می کند پنجره های خود را دائماً بسته نگاه دارند، از ورود به مرکز شهر قدغن شوند. 
261;2;Charlie's been banned from driving for a year.;چارلی به مدت یک سال از رانندگی منع شد. 
262;1;Beautiful buildings are spoilt by car parks and pretty streets become unpleasant due to permanent traffic congestion and exhaust fumes.;ساختمان های جدید به خاطر پارکینگ های ماشین زشت شده اند و خیابان های زیبا نیز به خاطر ترافیک و دود دائمی اگزوز ماشین ها نازیبا شده اند. 
262;2;Some scientists are concerned about long-term exposure to car exhaust fumes.;برخی دانشمندان نگران در معرض طولانی قرار گرفتن در برابر دود اگزوز هستند. 
263;1;Measures should be taken to reduce the amount of noise in our daily lives.;راهکارهایی باید برای کاهش میزان نویز در زندگی روزمره ما پیاده سازی شود. 
263;2;Measures are being taken to reduce crime in the city.;برای کاهش جرم در شهرها باید راهکارهایی اجرا شود. 
264;1;Local authorities ought to consider imposing strict speed limits in residential areas.;مسئولین محلی باید محدودیت هایی برای سرعت در مناطق مسکونی درنظر بگیرند. 
264;1;The museum is about 6 blocks from downtown in a quiet residential area.;موزه تقریباً 6 چهارراه از مرکز شهر فاصله داشته و در یک منطقه مسکونی قرار دارد. 
265;1;If you enter the traffic zone, you have to pay the standard charge.;اگر شما به محدوده ترافیکی وارد شوید، باید هزینه استانداردی را پرداخت کنید. 
265;2;San Francisco and Tokyo are both located in earthquake zones.;سانفرانسیسکو و توکیو هردو در محدوده های زلزله ای قرار گرفته اند. 
266;1;The congestion scheme is policed by cameras which photograph all cars entering the area. ;طرح ترافیک بوسیله دوربین هایی که از تمام ماشین های وارد شونده به این منطقه عکس می گیرند، کنترل می شوند. 
266;2;The money will be used for teacher training schemes.;از این پول برای طرح های آموزش به مدرسین استفاده می شود. 
267;1;Some of the money from the congestion charging scheme is used to upgrade public transport. ;قسمتی از پول طرح ترافیکی برای بهبود حمل و نقل عمومی صرف می شود. 
267;2;The hotel has recently been refurbished and upgraded.;هتل اخیراً بازسازی و مدرن شده است. 
268;1;Because of reductions in the number of private vehicles on our roads, public transport are providing a quicker, more efficient service that they did in the past. ;به خاطر کاهش تعداد وسایل نقلیه شخصی در جاده ها، حمل و نقل عمومی خدمات سریعتر و موثرتری را نسبت به قبل فراهم می کند. 
268;2;Most transport investment has gone on road construction and not on public transport.;بیشتر سرمایه گذاری حمل و نقل برروی ساخت جاده ها خرج شده است نه حمل و نقل عمومی. 
269;1;Lond-distance train services should be made attractive and affordable alternatives to driving your own car for long journeys. ;سرویس قطار راه دور باید جایگزین های جذاب تر و ارزان قیمت تری به جای رانندگی با ماشین شخصی برای مسافرت های راه دور شود. 
269;2;Providing affordable public transportation;فراهم کردن حمل و نقل عمومی با قیمت مناسب
270;1;Only better public transport can save the city centres from the threat of gridlock.;تنها حمل و نقل عمومی بهتر می تواند مراکز شهر را از تهدید راهبندان حفظ کند. 
270;2;The average commuter spends the equivalent of 3.5 days in gridlock every year.;مسافرین درون شهری معمولی هرسال معادل 3.5 روز خود را در راهبندان ها می گذرانند. 
271;1;The growing trend of cities is considered as a trigger for numerous urban problems. ;روند گسترش شهرها یک عامل برای مشکلات شهری متعدد به حساب می آید. 
271;2;Unemployment in urban areas;بیکاری در مناطق شهری
272;1;The room in the inner city is so limited that it fails to provide enough housing to accommodate an ever-growing population. ;فضا در مرکز شهر آنقدر محدود است که نمی تواند مکان کافی برای برطرف کردن نیاز جمعیت درحال افزایش را فراهم کند. 
272;1;The problems of our inner cities;مشکلات در مراکز شهر ما
273;1;Another problem that has intensified in the inner city is infrastructure shortage. ;مشکل دیگری که در مرکز شهر شدت یافته است، کمبود امکانات زیرساختی است. 
273;2;Some countries lack a suitable economic infrastructure.;برخی کشورها یک زیرساخت اقتصادی مناسب ندارند. 
273;3;A $65 billion investment package in education, health care and infrastructure;یک بسته سرمایه گذاری 65 بیلیون دلاری در آموزش و پرورش، بهداشت و امکانات زیرساختی
274;1;Lack of amenities, such as water and electricity supply and sewage treatment has left no choice to urban dwellers but to resettle in the suburbs. ;کمبود امکانات، مثل آب و برق و سیستم فاضلاب شهرنشینان را مجبور کرده است که به حومه های شهر مهاجرت کنند. 
274;2;Houses that lack basic amenities;خانه هایی که امکانات اولیه را ندارند. 
275;1;People nowadays have higher expectations for quality of life. ;مردم امروزه انتظارات بیشتری برای کیفیت زندگی دارند. 
275;2;Drugs that improve the quality of life for very ill patients.;داروهایی که کیفیت زندگی را برای بیماران بالا می برد. 
276;1;It is possibly the main reason why the real estate market has its focus now on the outskirts of the city. ;این شاید مهمترین دلیل برای تمرکز بازار مسکن بر حومه شهر است. 
276;2;They live on the outskirts of Paris.;آنها در حومه پاریس زندگی می کنند. 
277;1;The affordability and ubiquity of cars has made transport a less serious concern for those living in suburbs. ;ارزانی و دردسترس بودن ماشین ها حمل و نقل را یک نگرانی کمتر برای آنهایی که در حومه ها زندگی می کنند کرده است. 
277;1;Coffee shops are ubiquitous these days.;امروزه کافی شاپ ها همه جا هستند. 
278;1;People can commute daily between the place of work and the place of residence with ease. ;مردم می توانند بین محل کار و محل زندگی شان به راحتی رفت و آمد کنند. 
278;2;Randy learns new languages with ease.;رندی به راحتی زبان های جدید را یاد می گیرد. 
279;1;The expansion of cities will make a marked impact on the society in several dimensions. ;گسترش شهرها در ابعاد مختلف یک تاثیر محسوس برروی جامعه دارد. 
279;2;The rapid expansion of cities can cause social and economic problems.;گسترش سریع شهرها می توانند مشکلات اجتماعی و اقتصادی ایجاد کنند. 
280;1;We believe that the plans will increase the volume of traffic.;ما براین باوریم که برنامه ها حجم ترافیک را افزایش می دهند. 
280;2;The high traffic volume between suburbs and urban areas would cause severe air pollution and reduce the lands suitable for farming. ;حجم بالای ترافیک بین مناطق شهری و حومه می توان آلودگی هوای جدی بوجود آورده و زمین های مناسب برای کشاورزی را کاهش دهد. 
281;1;Urban sprawl requires large developments, causing areas to lose some of their unique qualities. ;بی نظمی ساخت و سازهای شهری نیازمند توسعه بزرگی است، که باعث می شود مناطق مشخصه های خوب یکتای خود را از دست بدهند. 
281;2;We drove through miles of urban sprawl before we finally got out into the countryside.;ما مایل ها در بین ساختمان های پراکنده رانندگی کردیم تا سرانجام به حومه شهر رسیدیم. 
282;1;A lot of firms are relocating to the North of England.;بسیاری از شرکت ها درحال انتقال به شمال انگلیس هستند. 
282;2;From the economic perspecitve, the relocation of a high populatoin in suburbs will pose adverse impacts for the local government. ;از نظر اقتصادی، جابجایی یک جمعیت عظیم از حومه های شهری، اثرات بدی را پیش روی دولت محلی قرار می دهد. 
283;1;Clinics and schools are severely understaffed in rural areas, compared with their overstaffed counterparts in the city. ;بیمارستان ها و مدارس در مناطق روستایی، در مقایسه با نیروی کار بیش از نیاز رقبای خود در شهرها، کمبود نیروی کار دارند
283;1;The company has a big, overstaffed personnel department.;شرکت دپارتمان پرسنلی بزرگی با نیروی کار بیش از حد نیاز خود دارد. 
284;1;The imbalance of resource and staff has chronic effects on the well-being of rural people. ;عدم تعادل منابع و نیروی کار اثرات طولانی مدتی برروی رفاه مردم روستا دارد. 
284;2;The government must redress the imbalance in spending on urban and rural facilities.;دولت باید عدم تعادل در پول خرج شده برروی امکانات شهری و روستایی را متعادل کند. 
285;1;Disadvantaged areas of the city;مناطق محروم شهر
285;2;Lack of education or medication has made rural people among the most disadvantaged in a country. ;کمبود امکانات آموزشی و پزشکی، مردم روستا را جزء محروم ترین قشر در یک کشور قرار داده است. 
285;3;Health programs for the disadvantaged;برنامه های بهداشتی برای محرومین
286;1;Opportunities are scarce in the city, where numerous candidates are in the race for a single position. ;فرصت های شغلی در شهرها بسیار کم هستند، در این مناطق جویندگان بسیاری در رقابت برای رسیدن به یک شغل یکسان هستند. 
286;2;He is no longer in the race for academic awards.;او دیگر به دنبال رسیدن به جوایز دانشگاهی نیست. 
287;1;It is not ethical to stop the desire of individuals for a more satisfying quality of life. ;اخلاقی نیست جلوی میل افراد برای یک زندگی رضایت بخش تر بگیریم.
287;2;A deeply satisfying feeling;یک احساس عمیق رضایت
288;1;Working in rural areas has many issues to address, working conditions, transport and housing. ;کار کردن در مناطق روستایی مشکلاتی دارد که باید حل شوند مانند شرایط کاری، حمل و نقل و مسکن
288;2;Our products address the needs of real users.;محصولات ما نیاز کاربران واقعی را مرتفع می کند. 
